title,description,coordinates,phoneNumbers,url
ONG VIE NOUVELLE POUR LES ENFANTS ET LES FEMMES,"Education, Formation et insertion des jeunes, Alphabétisation de la femme et de l'enfant, Lutte contre toutes formes de préjudices, Amélioration du cadre de vie familial,  Lutte contre la pauvreté sous toutes ses formes.",Non loin de la Pharmacie Benyouah - Niangon SudYopougon - 31 BP 293 Abidjan 31Abidjan - Côte d’Ivoire,"[""+225 27 23 46 45 54"",""+225 07 08 14 55 00"",""+225 01 40 26 17 95""]",https://www.goafricaonline.com/ci/366152-vie-nouvelle-enfants-femmes-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG VIF DALOA,,"Qrtier soleil 1, Derrière l'hôtel BlinguéBP 371Daloa - Côte d’Ivoire","[""+225 27 32 78 44 29"",""+225 27 32 78 31 97"",""+225 27 32 78 44 28""]",https://www.goafricaonline.com/ci/66598-ong-vif--organisations-non-gouvernementales-daloa-cote-ivoire
ONG VOLONTAIRES POUR LE BONHEUR DE TOUTE LA JEUNESSE,"C'est une ONG oeuvrant dans le domaine de l'alphabétisation, la lutte contre la dyslexie etc.",Petit marché Konan Ferand - Camp militaireYopougon - 23 BP 1520 Abidjan 23Abidjan - Côte d’Ivoire,"[""+225 07 08 38 16 51""]",https://www.goafricaonline.com/ci/583868-volontaires-bonheur-jeunesse-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG VOLONTE DES JEUNES,,,[],https://www.goafricaonline.com/ci/36830-volonte-jeunes-ong-abidjan-cote-ivoire
ONG WA-DJA-AYE,Aide aux personnes agées,,[],https://www.goafricaonline.com/ci/97936-wa-dja-aye-organisations-non-gourvernementales-grand-bassam-cote-ivoire
ONG WAKE UP AFRICA,,,[],https://www.goafricaonline.com/ci/292738-ong-wake-up-africa-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG WAKE UP FOR YOUR LIFE,"ONG WAKE UP FOR YOUR LIFE (ONG) pour objet : De lutter contre la pauvreté sur toutes ses formes ;De lutter contre la vie chère ;De lutter contre l’injustice et la discrimination ;Rechercher l’égalité des chances entre tous les hommes ;Promouvoir le civisme, la loyauté et le respect des institutions de l’Etat ;Promouvoir l’entente, la paix et la solidarité nationale et internationale.","Route de Bassam, non loin du marché français - GonzaguevillePort-Bouet - 20 BP 709 Abidjan 20Abidjan - Côte d’Ivoire","[""+225 05 05 26 87 60"",""+225 07 48 59 59 49"",""+225 01 01 52 49 86""]",https://www.goafricaonline.com/ci/570239-wake-up-for-your-life-organisations-gouvernementales-ong-abidjan-cote-ivoire
ONG WANE-ZHI,,"Sicogie 1 Bingerville, paking sicogi 1CocodyAbidjan - Côte d’Ivoire","[""+225 05 05 72 52 42"",""+225 05 06 79 79 64"",""+225 07 09 27 49 92""]",https://www.goafricaonline.com/ci/600780-wane-zhi-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG-BEDA-CI (ONG LE BIEN-ETRE DES ALBINOS DE COTE D'IVOIRE),"Droits des minorités, bien-être des
Albinos","Avenue 27, Rue 47 à coté du Cinema Entente - Arras 3Treichville - 10 BP 1989 Abidjan 10Abidjan - Côte d’Ivoire","[""+225 27 21 24 28 34"",""+225 05 45 76 74 09"",""+225 05 05 42 22 11""]",https://www.goafricaonline.com/ci/76773-beda-organisations-non-gouvernementales-abidjan-cote-ivoire
ONG-CDAC-CI,,Derrière le Château - Angré ChâteauCocodyAbidjan - Côte d’Ivoire,"[""+225 07 07 87 48 35""]",https://www.goafricaonline.com/ci/466665-cdac-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ONG-EXARTIZO,"Notre Organisation est axée sur le développement humain global de la Jeunesse en Côte D'Ivoire. Nous contribuons à l'épanouissement socio-éducatif, économique, sportif et socio-culturel de la jeunesse .",Boulevard mitterand CocodyAbidjan - Côte d’Ivoire,"[""+225 01 40 56 99 99""]",https://www.goafricaonline.com/ci/623085-exartizo-organisation-non-gouvernementales-ong-abidjan-cote-ivoire
OPESEA-VIE,"Protection de l'Environnement,
Agroécologie, Sécurité foncière, Protection des droits des communautés
Gouvernance des ressources naturelles","Divo-Commerce, Rue ancien-RenaultBP368Divo - Côte d’Ivoire","[""+225 07 09 27 27 28"",""+225 01 02 52 52 53""]",https://www.goafricaonline.com/ci/579537-opesea-vie-ong-divo-cote-ivoire
ORAMB,Centre Aveugle et Malvoyant,Air France 2Bouaké - Côte d’Ivoire,"[""+225 07 07 38 88 61"",""+225 05 05 35 08 13""]",https://www.goafricaonline.com/ci/101031-oramb-ong-bouake-cote-ivoire
PERLE DE FEMMES ATELIER ARTISANAL,"Toutes les créations de l'atelier Perles de Femmes sont faites à la main. Le temps de confection est variable, Les perles utilisées pour l'atelier de bijoux sont essentiellement des Perles d'Afrique, de Cote d'ivoire mais aussi du Mali, du Niger, du Burkina, du Ghana. Elles sont en terre cuite, pâte de verre, bronze, graine, Koffi, os. Les femmes confectionnent des colliers, bracelets, boucles d'oreilles, portes clés…",Carrefour chien - GonzaguevillePort-Bouet - 08 BP : 1443 Abidjan 08Abidjan - Côte d’Ivoire,"[""+33 678 92 28 87"",""+225 07 59 81 93 90""]",https://www.goafricaonline.com/ci/574354-perle-femmes-atelier-artisanal-ong-abidjan-cote-ivoire
PHYTOSALUS KORHOGO,PHYTOSALUS est spécialisée en phytothérapie. Elle fait la consultation au moyen de la radiesthésie et propose des traitements à base de phytomédicaments. Elle a 40 ans d'expérience et a des succursales au Burkina Faso et dans quelques pays voisins. Nous sous la succursale de korhogo,-Korhogo - 4 - Côte d’Ivoire,"[""+225 27 35 98 28 62"",""+225 01 40 31 66 36""]",https://www.goafricaonline.com/ci/638872-phytosalus-korhogo-korhogo-cote-ivoire
PLATEFORME DES FEDERATIONS DES PROMOTEURS D'ALPHABETISATION DE COTE D'IVOIRE,"La Plateforme des Fédérations des Promoteurs d'Alphabétisation de Côte d'ivoire est un regroupement de tous les acteurs privés intervenant dans l'alphabétisation des adultes et enfants non scolarisés en Côte d'ivoire. Elle encadre ses membres, les forme et recherche des fonds pour assister et emmener ses membres à un développement durable.",Siège social: Non loin de l'église Baptiste Oeuvre et Mission - Camp militaireYopougon - 23 BP 2109 Abidjan 23Abidjan - Côte d’Ivoire,"[""+225 07 07 86 68 61"",""+225 01 03 47 05 20"",""+225 05 76 91 76 18""]",https://www.goafricaonline.com/ci/568408-plateforme-federations-promoteurs-alphabetisation-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
POSITIVE ACTIONS,ONG chargé d'encourager et supporter les bonnes initiatives.,Carrefour DuncanCocody - 06 BP 6981 Abidjan 06Abidjan - Côte d’Ivoire,"[""+225 27 22 42 64 50"",""+225 05 05 41 31 31"",""+225 07 78 78 53 96""]",https://www.goafricaonline.com/ci/134759-positive-actions-organisations-non-gourvernementales-ong-abidjan-cote-ivoire
PRECIOUS CHILD OF WORLD,"Nous sommes une ong dévouée pour aider les enfants orphelins , les enfants dans la rue et descolarisé,les enfants abandonnés.",3 rue les manguiersPlateauAbidjan - Côte d’Ivoire,"[""+225 05 65 11 04 18"",""+225 05 65 11 04 19""]",https://www.goafricaonline.com/ci/834555-precious-child-of-world-organisations-non-gouvernementales-abidjan-cote-ivoire
PREPA CONCOURS EAUX ET FORETS,Aide à la préparation des candidats au concours eaux et forêts,-Séguéla - Côte d’Ivoire,"[""+225 05 65 40 01 70""]",https://www.goafricaonline.com/ci/985961-prepa-concours-eaux-forets-organisations-non-gouvernementales-ong-seguela-cote-ivoire
PROSAF (PROMOTION DE LA SANTE ET DE LA FEMME),"Renforcement des capacités de membres de l'ONG, Famille, assainissement et hygiène, Jeunes déscolarisé(e)s, orphelin(e)s, du préservatif féminin",Riviera GolfCocody - 25 BP 1659 Abidjan 25Abidjan - Côte d’Ivoire,"[""+225 27 22 43 83 43"",""+225 27 22 43 19 45"",""+225 07 07 84 36 21""]",https://www.goafricaonline.com/ci/76161-prosaf-ong-abidjan-cote-ivoire
PSDPD (PLATEFORME DE LA SOCIETE CIVILE POUR LA PAIX ET LA DEMOCRATIE),"Démocratie développement, Droits de l'Homme, et Paix",-01 BP 1199 Bouaké 01Bouaké - Côte d’Ivoire,"[""+225 27 31 63 03 72"","""",""+225 07 07 60 26 60""]",https://www.goafricaonline.com/ci/76203-psdpd-ong-bouake-cote-ivoire
PSI COTE D'IVOIRE,"Psi Cote d'Ivoire est une ONG qui intervient dans la prévention du VIH/SIDA, dans la lutte contre le Paludisme et dans plusieurs domaines tels que: La Nutrition, la santé infantile et les maladies liées à la diarrhée.","Lot 2961, Bis llot 246 - Angré 7è trancheCocody - 06 BP 2465 Abidjan 06Abidjan - Côte d’Ivoire","[""+225 27 22 52 75 18"",""+225 27 22 52 75 10"",""+225 27 22 52 77 95"",""+225 27 22 52 75 14""]",https://www.goafricaonline.com/ci/103937-psi-organisations-non-gouvernementales-abidjan-cote-ivoire
QUINTSENS CONSULTING,,"Imm AZUR, non loin du stade FHBPlateau - 25 BP 1326 Abidjan 25Abidjan - Côte d’Ivoire","[""+225 27 20 30 21 25""]",https://www.goafricaonline.com/ci/92103-quintsens-consulting-organisations-non-gouvernementales-abidjan-cote-ivoire
RAIDH (RESEAU ACTEURS IVOIRIENS DES DROITS DE L'HOMME),,"Carrefour du Glacier les Oscars, à coté du Lavage Inox, Résidence Aurore, 2ème Etage - Deux-plateaux - Les OscarsCocody - 09 BP 1334 Abidjan 09Abidjan - Côte d’Ivoire","[""+225 27 22 42 21 42"",""+225 07 07 50 54 45"",""+225 05 45 67 54 48"",""+225 01 02 63 11 77""]",https://www.goafricaonline.com/ci/67321-raidh-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
REGARD INTERNATIONAL,,"Centre Commercial, Terminus 81-82 - Angré 8è trancheCocody - 08 BP 3119 Abidjan 08Abidjan - Côte d’Ivoire","[""+225 07 57 03 25 14""]",https://www.goafricaonline.com/ci/112836-regard-international-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
RELIGIEUX TERTIAIRES CAPUCINS,,Lievre RougeYopougon - 23 BP 2738 Abidjan 23Abidjan - Côte d’Ivoire,"[""+225 27 23 46 40 15""]",https://www.goafricaonline.com/ci/67463-religieux-tertiaires-capucins-organisations-non-gouvernementales-abidjan-cote-ivoire
RENAISSANCE YELEEN,,,[],https://www.goafricaonline.com/ci/76802-renaissance-yeleen-ong-abidjan-cote-ivoire
REPMASCI,Réseau de lutte contre les pandémies en Cote d'Ivoire,En face du Café de Versailles - Angré 7è trancheCocody - 21 BP 2187 Abidjan 21Abidjan - Côte d’Ivoire,"[""+225 27 22 42 16 94""]",https://www.goafricaonline.com/ci/200019-repmasci-ong-abidjan-cote-ivoire
RESEAU CEP INTERNATIONAL,Education,"Ahougnanssou, Carrefour SicogiBouaké - Côte d’Ivoire","[""+225 07 47 16 80 51"",""+225 05 46 80 29 50""]",https://www.goafricaonline.com/ci/101583-reseau-cep-international-organisations-non-gouvernementales-ong-bouake-cote-ivoire
RESEAU DE SOLIDARITE POUR L'AFRIQUE - ONG RSA,ONG - RSA est une organisation de développement et de caritative qui ouvre dans le sociale en faveur des enfants et femmes vulnérables,Lauriers 9 - Riviera FayaCocody - 01 BP 3443 Abidjan 01Abidjan - 225 - Côte d’Ivoire,"[""+225 07 89 58 25 44"",""+225 05 55 91 37 73""]",https://www.goafricaonline.com/ci/649613-ong-rsa-reseau-de-solidarite-pour-l-afrique-abidjan-cote-d-ivoire
RESEAU WANEP,,"Imm. Aurore, près de LAVAGE INOX - Deux-plateaux - Les OscarsCocodyAbidjan - Côte d’Ivoire","[""+225 27 22 42 33 39""]",https://www.goafricaonline.com/ci/362912-reseau-wanep-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
ROCARE COTE D'IVOIRE,,"Au sein de L' ENS, Université Félix Houphouet BoignyCocody - 22 BP 1012 Abidjan 22Abidjan - Côte d’Ivoire","[""+225 27 22 48 92 51"",""+225 07 09 60 37 37"",""+225 07 08 12 16 70""]",https://www.goafricaonline.com/ci/67328-rocare-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
RUBAN ROUGE,,,[],https://www.goafricaonline.com/ci/61606-ruban-rouge-organisations-non-gouvernementales-ong-abengourou-cote-ivoire
SAARA (SERVICE D'AIDE ET D'ASSISTANCE AUX REFUGIES ET APATRIDES),,"Rue L127, Lot 3388, Ilot 277 - Angré 7è trancheCocody - 27 BP 1225 Abidjan 27Abidjan - Côte d’Ivoire","[""+225 27 22 52 29 26"",""+225 27 22 52 02 27""]",https://www.goafricaonline.com/ci/69373-saara-organisations-non-gouvernementales-abidjan-cote-ivoire
SAPEFF (SOLIDARITE ACTIONS PROTECTION ENFANT FEMME ET FAMILLE),,,[],https://www.goafricaonline.com/ci/68844-sapeff-ong-oume-cote-ivoire
SAVE THE CHILDREN,"Protection des enfants; plaidoyer;
formation aux droits des enfants",Carrefour les Cascades - Angré 7è trancheCocody - 16 BP 123 Abidjan 16Abidjan - Côte d’Ivoire,"[""+225 27 22 52 58 00"",""+225 27 22 52 58 01""]",https://www.goafricaonline.com/ci/71178-save-children-organisations-gouvernementales-ong-abidjan-cote-ivoire
SCD (STOP CHAUFFEURS EN DANGER),Nous sommes une organisation des chauffeurs de Côte d'ivoire créé en 2006 après le passage du probo-koala,,[],https://www.goafricaonline.com/ci/95309-stop-chauffeurs-danger-organisations-non-gouvernementales-abidjan-cote-ivoire
SEARCH FOR COMMON GROUND,Cohésion et Paix sociales,"Las Palmas, 2 Plateaux - Deux-plateaux - AghienCocody - 06 BP 6426 Abidjan 06Abidjan - Côte d’Ivoire","[""+225 05 05 60 21 63"",""+225 07 58 31 89 24""]",https://www.goafricaonline.com/ci/76717-search-common-ground-ong-abidjan-cote-ivoire
SEL (SALUT ET LOUANGE),,"Imm. de la pharmacie du marché, 2ème étage, P 202Cocody - BP 3 BingervilleAbidjan - Côte d’Ivoire","[""+225 27 22 40 16 87"",""+225 05 45 80 17 77""]",https://www.goafricaonline.com/ci/361812-sel-ong-abidjan-cote-ivoire
SOCIETE SANS BARRIERES (SOCIETY WITHOUT BARRIERS),Droits de la personne handicapée,Gabriel Gare - SableYopougonAbidjan - Côte d’Ivoire,"[""+225 05 05 13 46 01"",""+225 07 07 94 84 20"",""+225 05 05 55 78 49"",""+225 07 49 35 32 81""]",https://www.goafricaonline.com/ci/76761-societe-sans-barrieres-ong-abidjan-cote-ivoire
SOEURS DE LA PROVIDENCE DE YOPOUGON,,,[],https://www.goafricaonline.com/ci/92386-soeurs-providence-yopougon-organisations-non-gouvernementales-abidjan-cote-ivoire
SOLIDARIDAD WEST AFRICA,,Vers la nouvelle SODECI - Angré 7è trancheCocody - 25 BP 1108 Abidjan 25Abidjan - Côte d’Ivoire,"[""+225 27 22 42 27 55"",""+225 27 22 42 26 98""]",https://www.goafricaonline.com/ci/74386-solidaridad-west-africa-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
SOLIDARITE POUR TOUS,"Fondation:
-lutte contre la pauvreté
-alphabetisation
-assistance humanitaire",,[],https://www.goafricaonline.com/ci/365749-solidarite-pour-tous-ong-abidjan-cote-ivoire
SOPCI (ONG SOUTIEN AUX PRISONNIERS DE COTE D'IVOIRE),Conditions de détention des prisonniers,Prairie - Cité verteYopougon - 23 BP 2215 Abidjan 23Abidjan - Côte d’Ivoire,"[""+225 07 07 13 32 22""]",https://www.goafricaonline.com/ci/76185-sopci-ong-abidjan-cote-ivoire
SOS APATRIDE,,Vers l'Hopital - Sagbé NordAboboAbidjan - Côte d’Ivoire,"[""+225 01 03 33 74 45"",""+225 07 07 80 39 71"",""+225 07 47 45 56 85""]",https://www.goafricaonline.com/ci/76793-sos-apatride-ong-abidjan-cote-ivoire
SOS VILLAGES D'ENFANTS COTE D'IVOIRE,,l'Eglise Saint Jean - CentreCocody - 01 BP 6180 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 27 22 44 13 84"",""+225 27 22 44 14 03""]",https://www.goafricaonline.com/ci/69938-sos-village-enfants-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
SPACI (SECOURS ET PROTECTION DES ANIMAUX DE COTE D'IVOIRE),ONG de secours et protection  des animaux de Côte d’Ivoire.,,[],https://www.goafricaonline.com/ci/367910-spaci-organisations-non-gouvernementales-abidjan-cote-ivoire
SUCCES ASSURE,"Nous aidons les étudiants et futurs étudiants à mieux préparer leurs concours d'entrée aux Écoles Supérieures de qualité:
Exemple: Pour les concours d'entrée à ESATIC en LICENCE et en MASTER.","Bd. de Marseille,  face à BernabeTreichvilleAbidjan - 00225 - Côte d’Ivoire","[""+225 07 49 49 54 63"",""+225 01 71 79 52 32"",""+225 05 74 96 95 55""]",https://www.goafricaonline.com/ci/594079-succes-assure-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
SUPERLIFE COTE D'IVOIRE,Nous sommes une compagnie de santé à base des cellules souches .,Derrière l'école publique RoiAdiaké - 99000 - Côte d’Ivoire,"[""+225 05 96 47 30 61""]",https://www.goafricaonline.com/ci/655178-superlife-cote-d-ivoire-abidjan-cote-d-ivoire
TEDX YAMOUSSOUKRO,,INP-HB CentreYamoussoukro - Côte d’Ivoire,"[""+225 07 78 64 78 82""]",https://www.goafricaonline.com/ci/368228-tedx-organisations-non-gouvernementales-ong-yamoussoukro-cote-ivoire
TERRE D'ACCUEIL LAND OF HOSPITALITY,,-25 BP 553 Abidjan 25Abidjan - Côte d’Ivoire,"[""+225 27 22 44 63 00"",""+225 27 22 44 65 70"",""+225 07 08 02 08 96"",""+225 01 01 56 58 33""]",https://www.goafricaonline.com/ci/628408-terre-accueil-land-hospitality-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
THE VICTORIOUS FOUNDATION NGO,"Nous sommes une ONG au service des orphelins, des veuves et des personnes démunis afin de leur redonner le sourire.",-BP 560 AdzopéAdzopé - Côte d’Ivoire,"[""+225 07 59 42 10 83""]",https://www.goafricaonline.com/ci/582574-the-victorious-foundation-ngo-adzope-cote-ivoire
TRANSPARENCY JUSTICE,,"Rue 19  de la Cannebière, Non loin de l'Ambassade de l'Italie - DangaCocody - 08 BP 2222 Abidjan 08Abidjan - Côte d’Ivoire","[""+225 27 22 44 75 44"",""+225 07 07 07 99 70""]",https://www.goafricaonline.com/ci/70516-transparency-justice-organisations-non-gouvernementales-abidjan-cote-ivoire
UCAMCI (UNION DES CADRES MUSULMANS EN COTE D'IVOIRE),,-Cocody - 01 BP 4944 Abidjan 01Abidjan - Côte d’Ivoire,"[""+225 27 22 43 89 89"",""+225 27 22 43 98 98""]",https://www.goafricaonline.com/ci/70589-ucamci-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
UCOCIS (UNION DES COMBATTANTS DE COTE D'IVOIRE POUR LA SANTE),"Prise en charge efficace de l'hernie discale, arthrose, toutes formes de douleurs articulaires.",Maroc MosquéeYopougonAbidjan - Côte d’Ivoire,"[""+225 07 57 98 20 93"",""+225 05 06 77 74 12""]",https://www.goafricaonline.com/ci/574906-ucocis-ong-abidjan-cote-ivoire
UTZ CI,"UTZ travail dans le domaine du café cacao, la Certification du café cacao et dans la bonne pratique agricole.",,[],https://www.goafricaonline.com/ci/361909-utz-organisations-non-gouvernementales-abidjan-cote-ivoire
VIDE GRENIER D'ABIDJAN,"Association caritative pour la promotion de la solidarité en Côte d'Ivoire à travers la lutte contre la précarité et la pauvreté. 
Notre travail consiste à collecter auprès de toutes bonnes volontés des vêtements, chaussures, meubles, ustensiles de cuisines et appareils électroménagers inutilisés pour les distribuer aux plus démunis. Notre objectif final est de favoriser leur réinsertion professionnelle et sociale.",Cocody-riviera fayaAbidjan - Côte d’Ivoire,"[""+225 07 08 11 16 57"",""+225 07 08 11 16 57""]",https://www.goafricaonline.com/ci/650240-vide-grenier-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
VIVRE DEBOUT,,,[],https://www.goafricaonline.com/ci/70815-vivre-debout-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
VSS (VISION SANTE SOCIALE),"Vision Santé Social pour le développement est une organisation non gouvernementale à but non lucratif qui lutte pour l'amélioration des conditions de vie des couches vulnérable en particulier les enfants, les femmes et les jeunes filles et les personnes souffrant des épidémies telles que le VIH, le Paludisme et la Tuberculose.",Derrière l'Ecole NordBP 169 AkoupéAkoupé - Côte d’Ivoire,"[""+225 07 58 83 35 45"",""+225 07 78 61 90 89"",""+225 07 78 62 03 33"",""+225 07 78 61 92 94""]",https://www.goafricaonline.com/ci/369920-vss-organisations-non-gouvernementales-ong-akoupe-cote-ivoire
VSV (VIVRE SANS VIOLENCE),,Derrière la Rue des Bars - Angré MahouCocodyAbidjan - Côte d’Ivoire,"[""+225 25 22 00 72 03"",""+225 05 55 80 41 84""]",https://www.goafricaonline.com/ci/470334-vsv-organisations-non-gouvernementales-ong-abidjan-cote-ivoire
WORLD EDUCATION COTE D'IVOIRE,,,[],https://www.goafricaonline.com/ci/113075-world-education-organisation-non-gouvernementale-abidjan-cote-ivoire
